attack_type,security_tools_used,industry
Phishing,Firewall,Education
DDoS,Firewall,Government
DDoS,SIEM,Manufacturing
Zero-Day Exploit,IDS,Technology
SQL Injection,MFA,Technology
DDoS,VPN,Finance
Zero-Day Exploit,IDS,Energy
Zero-Day Exploit,Endpoint Detection,Education
Phishing,IDS,Government
SQL Injection,SIEM,Retail
Brute Force,IDS,Energy
DDoS,MFA,Retail
SQL Injection,SIEM,Energy
Ransomware,MFA,Technology
Malware,SIEM,Manufacturing
Phishing,SIEM,Healthcare
Zero-Day Exploit,WAF,Energy
Brute Force,WAF,Government
Ransomware,WAF,Healthcare
DDoS,Antivirus,Healthcare
DDoS,MFA,Retail
SQL Injection,WAF,Manufacturing
Zero-Day Exploit,Endpoint Detection,Technology
DDoS,Firewall,Manufacturing
Brute Force,WAF,Technology
Brute Force,WAF,Finance
Phishing,Firewall,Education
Phishing,IDS,Healthcare
DDoS,WAF,Finance
Cross-Site Scripting,Antivirus,Retail
SQL Injection,Antivirus,Education
Cross-Site Scripting,MFA,Healthcare
Malware,Firewall,Healthcare
Ransomware,Antivirus,Education
Brute Force,IDS,Healthcare
Brute Force,MFA,Retail
Ransomware,MFA,Finance
Ransomware,WAF,Retail
Phishing,Firewall,Government
DDoS,MFA,Retail
Cross-Site Scripting,VPN,Healthcare
Ransomware,VPN,Technology
Zero-Day Exploit,IDS,Energy
Malware,SIEM,Healthcare
Ransomware,Endpoint Detection,Energy
Malware,Firewall,Technology
Ransomware,SIEM,Healthcare
Ransomware,MFA,Education
Zero-Day Exploit,MFA,Government
SQL Injection,Antivirus,Healthcare
Ransomware,MFA,Government
Phishing,Endpoint Detection,Technology
DDoS,Antivirus,Retail
SQL Injection,WAF,Healthcare
Cross-Site Scripting,MFA,Finance
Cross-Site Scripting,WAF,Government
Brute Force,IDS,Education
DDoS,SIEM,Energy
Malware,MFA,Retail
Ransomware,Antivirus,Retail
DDoS,Firewall,Energy
DDoS,MFA,Healthcare
Brute Force,Firewall,Healthcare
DDoS,MFA,Technology
DDoS,Antivirus,Technology
Phishing,MFA,Government
Malware,Firewall,Education
Phishing,MFA,Healthcare
SQL Injection,Firewall,Finance
Brute Force,MFA,Energy
Phishing,MFA,Retail
Malware,SIEM,Education
DDoS,IDS,Government
Cross-Site Scripting,Firewall,Education
Phishing,Antivirus,Technology
Brute Force,WAF,Healthcare
Cross-Site Scripting,SIEM,Finance
Phishing,SIEM,Retail
Phishing,SIEM,Retail
Ransomware,Firewall,Education
Cross-Site Scripting,VPN,Education
Brute Force,MFA,Manufacturing
Cross-Site Scripting,Antivirus,Healthcare
Zero-Day Exploit,IDS,Education
DDoS,Firewall,Healthcare
Malware,IDS,Technology
Ransomware,VPN,Energy
Brute Force,WAF,Education
Ransomware,VPN,Energy
DDoS,WAF,Finance
Phishing,SIEM,Government
Ransomware,Firewall,Finance
Brute Force,Endpoint Detection,Technology
Phishing,Endpoint Detection,Finance
Zero-Day Exploit,VPN,Finance
Zero-Day Exploit,MFA,Education
Malware,IDS,Technology
Malware,Firewall,Finance
Brute Force,Firewall,Healthcare
DDoS,SIEM,Government
Ransomware,VPN,Finance
Zero-Day Exploit,SIEM,Manufacturing
SQL Injection,Antivirus,Technology
DDoS,Endpoint Detection,Government
DDoS,SIEM,Retail
Zero-Day Exploit,VPN,Retail
Ransomware,Endpoint Detection,Manufacturing
SQL Injection,VPN,Retail
DDoS,MFA,Finance
Brute Force,Antivirus,Energy
Malware,WAF,Manufacturing
Brute Force,Antivirus,Finance
Brute Force,SIEM,Retail
Ransomware,SIEM,Finance
Malware,WAF,Retail
Malware,Firewall,Healthcare
Phishing,Antivirus,Education
DDoS,SIEM,Education
Phishing,SIEM,Government
Phishing,MFA,Technology
SQL Injection,MFA,Education
DDoS,SIEM,Healthcare
Malware,WAF,Retail
Ransomware,SIEM,Healthcare
SQL Injection,WAF,Retail
Cross-Site Scripting,WAF,Energy
Ransomware,SIEM,Technology
DDoS,SIEM,Retail
DDoS,IDS,Manufacturing
Brute Force,IDS,Manufacturing
DDoS,Antivirus,Education
SQL Injection,Antivirus,Healthcare
Brute Force,Endpoint Detection,Education
Malware,Endpoint Detection,Finance
Malware,WAF,Education
Malware,SIEM,Energy
SQL Injection,Antivirus,Finance
Ransomware,Endpoint Detection,Technology
DDoS,Endpoint Detection,Education
SQL Injection,SIEM,Healthcare
DDoS,Firewall,Manufacturing
Malware,VPN,Manufacturing
Phishing,IDS,Government
Malware,SIEM,Energy
DDoS,Antivirus,Healthcare
Phishing,IDS,Government
Zero-Day Exploit,Endpoint Detection,Education
SQL Injection,Firewall,Finance
Brute Force,VPN,Healthcare
Ransomware,SIEM,Manufacturing
Brute Force,IDS,Government
Zero-Day Exploit,WAF,Retail
SQL Injection,Firewall,Education
Ransomware,SIEM,Retail
Cross-Site Scripting,WAF,Finance
DDoS,MFA,Government
SQL Injection,IDS,Finance
DDoS,SIEM,Education
Cross-Site Scripting,Firewall,Manufacturing
Malware,VPN,Retail
Cross-Site Scripting,IDS,Retail
Ransomware,SIEM,Energy
SQL Injection,MFA,Manufacturing
Cross-Site Scripting,VPN,Education
DDoS,VPN,Manufacturing
Phishing,WAF,Government
Ransomware,Firewall,Healthcare
Cross-Site Scripting,Firewall,Government
SQL Injection,IDS,Energy
Brute Force,MFA,Finance
Zero-Day Exploit,IDS,Finance
SQL Injection,MFA,Healthcare
Phishing,VPN,Technology
Ransomware,SIEM,Technology
Brute Force,WAF,Education
Zero-Day Exploit,MFA,Finance
SQL Injection,IDS,Finance
DDoS,WAF,Technology
Phishing,MFA,Education
DDoS,Endpoint Detection,Manufacturing
DDoS,SIEM,Retail
Phishing,VPN,Finance
Brute Force,Antivirus,Retail
Zero-Day Exploit,MFA,Energy
SQL Injection,IDS,Technology
Cross-Site Scripting,VPN,Healthcare
DDoS,WAF,Healthcare
Ransomware,IDS,Healthcare
Cross-Site Scripting,Endpoint Detection,Education
SQL Injection,WAF,Government
Brute Force,Antivirus,Education
Phishing,IDS,Healthcare
Malware,MFA,Healthcare
DDoS,Endpoint Detection,Retail
Brute Force,Firewall,Education
Brute Force,SIEM,Technology
Zero-Day Exploit,SIEM,Finance
Zero-Day Exploit,Firewall,Technology
Ransomware,MFA,Government
Brute Force,VPN,Manufacturing
DDoS,WAF,Government
DDoS,WAF,Healthcare
Malware,Firewall,Government
Zero-Day Exploit,Firewall,Government
Malware,VPN,Government
DDoS,MFA,Retail
Cross-Site Scripting,IDS,Healthcare
Zero-Day Exploit,SIEM,Technology
Malware,SIEM,Energy
Ransomware,Antivirus,Retail
SQL Injection,IDS,Energy
DDoS,WAF,Retail
Phishing,VPN,Manufacturing
SQL Injection,Firewall,Finance
DDoS,Firewall,Energy
Ransomware,Firewall,Technology
Phishing,WAF,Government
Cross-Site Scripting,SIEM,Manufacturing
DDoS,Endpoint Detection,Government
Zero-Day Exploit,IDS,Retail
Phishing,SIEM,Finance
SQL Injection,SIEM,Retail
Ransomware,SIEM,Energy
Cross-Site Scripting,Antivirus,Technology
DDoS,Antivirus,Education
Cross-Site Scripting,VPN,Technology
Brute Force,Firewall,Energy
Phishing,Antivirus,Technology
Malware,SIEM,Manufacturing
Ransomware,Endpoint Detection,Retail
DDoS,Endpoint Detection,Energy
Zero-Day Exploit,WAF,Technology
SQL Injection,IDS,Technology
DDoS,Firewall,Energy
Malware,WAF,Retail
DDoS,MFA,Technology
Cross-Site Scripting,VPN,Technology
Ransomware,VPN,Energy
SQL Injection,MFA,Finance
Zero-Day Exploit,SIEM,Technology
DDoS,MFA,Finance
Phishing,WAF,Technology
SQL Injection,WAF,Technology
Zero-Day Exploit,Antivirus,Energy
Zero-Day Exploit,Antivirus,Energy
DDoS,Antivirus,Education
Phishing,Firewall,Manufacturing
Brute Force,VPN,Energy
SQL Injection,MFA,Retail
Cross-Site Scripting,Antivirus,Manufacturing
SQL Injection,VPN,Education
Brute Force,MFA,Energy
Brute Force,Endpoint Detection,Retail
Zero-Day Exploit,WAF,Government
DDoS,VPN,Retail
SQL Injection,Antivirus,Retail
DDoS,Firewall,Healthcare
Malware,WAF,Energy
DDoS,WAF,Technology
Cross-Site Scripting,MFA,Technology
Cross-Site Scripting,VPN,Education
Zero-Day Exploit,SIEM,Finance
Malware,SIEM,Government
Brute Force,MFA,Government
SQL Injection,Endpoint Detection,Finance
Brute Force,SIEM,Manufacturing
Cross-Site Scripting,Antivirus,Finance
Zero-Day Exploit,Antivirus,Technology
Malware,MFA,Energy
DDoS,VPN,Education
Phishing,SIEM,Government
Brute Force,MFA,Retail
Ransomware,WAF,Government
DDoS,MFA,Education
Zero-Day Exploit,IDS,Energy
Brute Force,Antivirus,Finance
Zero-Day Exploit,SIEM,Healthcare
Zero-Day Exploit,MFA,Technology
Zero-Day Exploit,Antivirus,Technology
Phishing,WAF,Finance
Ransomware,VPN,Retail
Zero-Day Exploit,IDS,Retail
Brute Force,IDS,Energy
Cross-Site Scripting,Antivirus,Finance
Malware,MFA,Government
DDoS,IDS,Energy
Phishing,IDS,Healthcare
Brute Force,Firewall,Energy
Zero-Day Exploit,VPN,Government
DDoS,VPN,Technology
Ransomware,WAF,Manufacturing
Cross-Site Scripting,Firewall,Healthcare
Phishing,Firewall,Education
Zero-Day Exploit,VPN,Finance
Phishing,Firewall,Finance
Phishing,SIEM,Finance
DDoS,Antivirus,Finance
Ransomware,Firewall,Retail
Zero-Day Exploit,IDS,Energy
Zero-Day Exploit,Firewall,Healthcare
Brute Force,Firewall,Energy
DDoS,WAF,Manufacturing
DDoS,WAF,Government
DDoS,SIEM,Retail
Malware,SIEM,Technology
Zero-Day Exploit,MFA,Retail
SQL Injection,Firewall,Government
Zero-Day Exploit,Antivirus,Government
DDoS,Antivirus,Technology
Malware,WAF,Energy
Cross-Site Scripting,WAF,Energy
Ransomware,Firewall,Manufacturing
Brute Force,Antivirus,Energy
Zero-Day Exploit,IDS,Manufacturing
Cross-Site Scripting,IDS,Technology
Cross-Site Scripting,Firewall,Retail
Ransomware,Endpoint Detection,Education
Zero-Day Exploit,Antivirus,Technology
Cross-Site Scripting,VPN,Energy
Brute Force,SIEM,Finance
SQL Injection,WAF,Energy
SQL Injection,Firewall,Technology
DDoS,Antivirus,Technology
SQL Injection,MFA,Technology
Phishing,SIEM,Government
DDoS,SIEM,Education
Ransomware,WAF,Manufacturing
Cross-Site Scripting,MFA,Technology
Zero-Day Exploit,MFA,Technology
Zero-Day Exploit,SIEM,Manufacturing
Malware,VPN,Energy
SQL Injection,IDS,Healthcare
Ransomware,WAF,Finance
DDoS,SIEM,Finance
SQL Injection,SIEM,Retail
Phishing,Endpoint Detection,Finance
SQL Injection,IDS,Retail
Phishing,Antivirus,Finance
SQL Injection,Endpoint Detection,Retail
Zero-Day Exploit,Endpoint Detection,Retail
DDoS,SIEM,Retail
Brute Force,SIEM,Retail
Ransomware,WAF,Government
Ransomware,MFA,Manufacturing
Brute Force,SIEM,Manufacturing
Ransomware,Firewall,Finance
Malware,IDS,Education
Cross-Site Scripting,VPN,Education
Zero-Day Exploit,VPN,Retail
Malware,VPN,Healthcare
Brute Force,Endpoint Detection,Energy
Zero-Day Exploit,Endpoint Detection,Manufacturing
Ransomware,SIEM,Energy
Zero-Day Exploit,WAF,Education
DDoS,VPN,Energy
Brute Force,SIEM,Retail
DDoS,VPN,Government
SQL Injection,Antivirus,Finance
Phishing,IDS,Retail
Cross-Site Scripting,Antivirus,Energy
DDoS,IDS,Retail
Cross-Site Scripting,Antivirus,Energy
Cross-Site Scripting,Firewall,Manufacturing
Cross-Site Scripting,Firewall,Technology
Zero-Day Exploit,IDS,Manufacturing
Cross-Site Scripting,SIEM,Finance
Ransomware,Antivirus,Finance
Phishing,VPN,Technology
Zero-Day Exploit,SIEM,Retail
Ransomware,Antivirus,Energy
SQL Injection,MFA,Government
Zero-Day Exploit,Antivirus,Technology
Zero-Day Exploit,VPN,Retail
Phishing,Endpoint Detection,Manufacturing
Brute Force,IDS,Manufacturing
Phishing,WAF,Education
SQL Injection,Endpoint Detection,Healthcare
Cross-Site Scripting,Antivirus,Energy
Ransomware,IDS,Retail
Cross-Site Scripting,IDS,Government
DDoS,VPN,Retail
Cross-Site Scripting,Firewall,Healthcare
DDoS,Antivirus,Government
Brute Force,Firewall,Finance
Cross-Site Scripting,SIEM,Energy
Ransomware,SIEM,Healthcare
Phishing,SIEM,Technology
Brute Force,Firewall,Technology
Brute Force,VPN,Healthcare
Zero-Day Exploit,SIEM,Healthcare
Brute Force,Endpoint Detection,Education
Cross-Site Scripting,SIEM,Retail
Ransomware,Antivirus,Education
Zero-Day Exploit,MFA,Government
Zero-Day Exploit,IDS,Technology
DDoS,VPN,Finance
Malware,SIEM,Energy
DDoS,MFA,Manufacturing
Ransomware,Antivirus,Healthcare
SQL Injection,WAF,Healthcare
DDoS,Endpoint Detection,Energy
DDoS,SIEM,Retail
DDoS,MFA,Government
Zero-Day Exploit,WAF,Finance
Phishing,Firewall,Healthcare
Malware,WAF,Retail
Zero-Day Exploit,Firewall,Finance
Malware,WAF,Finance
Ransomware,Antivirus,Manufacturing
DDoS,Endpoint Detection,Technology
SQL Injection,Firewall,Education
Brute Force,IDS,Manufacturing
DDoS,IDS,Healthcare
Brute Force,Antivirus,Energy
Zero-Day Exploit,IDS,Healthcare
Phishing,Firewall,Energy
Ransomware,SIEM,Government
Phishing,VPN,Energy
DDoS,Firewall,Education
DDoS,Antivirus,Retail
Cross-Site Scripting,VPN,Healthcare
Brute Force,SIEM,Retail
DDoS,VPN,Healthcare
Ransomware,VPN,Retail
Malware,MFA,Finance
Brute Force,Endpoint Detection,Retail
Ransomware,SIEM,Healthcare
Malware,SIEM,Technology
SQL Injection,IDS,Manufacturing
Phishing,VPN,Manufacturing
Brute Force,Antivirus,Education
Ransomware,Endpoint Detection,Retail
Malware,MFA,Technology
Cross-Site Scripting,SIEM,Retail
Phishing,MFA,Retail
DDoS,MFA,Healthcare
DDoS,IDS,Finance
Malware,Antivirus,Manufacturing
Phishing,MFA,Technology
SQL Injection,WAF,Manufacturing
Brute Force,Antivirus,Education
SQL Injection,Antivirus,Manufacturing
Brute Force,Firewall,Technology
Phishing,MFA,Healthcare
Cross-Site Scripting,WAF,Government
Cross-Site Scripting,Firewall,Healthcare
Cross-Site Scripting,MFA,Manufacturing
Cross-Site Scripting,Antivirus,Retail
Zero-Day Exploit,MFA,Education
SQL Injection,WAF,Technology
Ransomware,MFA,Healthcare
Cross-Site Scripting,Antivirus,Manufacturing
Brute Force,Firewall,Retail
Ransomware,Antivirus,Retail
Malware,Endpoint Detection,Energy
Cross-Site Scripting,VPN,Healthcare
Ransomware,IDS,Finance
Cross-Site Scripting,WAF,Finance
Ransomware,Firewall,Technology
Cross-Site Scripting,Endpoint Detection,Education
Zero-Day Exploit,MFA,Manufacturing
Cross-Site Scripting,Endpoint Detection,Finance
Malware,Antivirus,Education
Zero-Day Exploit,Antivirus,Healthcare
Brute Force,SIEM,Government
Brute Force,WAF,Retail
Malware,IDS,Technology
Zero-Day Exploit,WAF,Healthcare
Cross-Site Scripting,WAF,Retail
DDoS,Firewall,Retail
Cross-Site Scripting,WAF,Education
Zero-Day Exploit,MFA,Energy
Cross-Site Scripting,VPN,Healthcare
Zero-Day Exploit,Antivirus,Finance
Cross-Site Scripting,IDS,Finance
Brute Force,Endpoint Detection,Finance
Zero-Day Exploit,IDS,Education
Brute Force,Antivirus,Technology
Brute Force,Endpoint Detection,Retail
Ransomware,SIEM,Technology
SQL Injection,Antivirus,Education
Brute Force,Antivirus,Retail
Ransomware,SIEM,Technology
Phishing,WAF,Retail
Phishing,Endpoint Detection,Education
Cross-Site Scripting,MFA,Energy
Ransomware,Endpoint Detection,Retail
DDoS,Antivirus,Healthcare
Ransomware,SIEM,Government
DDoS,IDS,Manufacturing
Brute Force,Firewall,Education
Cross-Site Scripting,Endpoint Detection,Finance
Malware,IDS,Energy
Cross-Site Scripting,Endpoint Detection,Government
SQL Injection,Endpoint Detection,Manufacturing
DDoS,Endpoint Detection,Government
SQL Injection,Antivirus,Education
Cross-Site Scripting,IDS,Energy
Phishing,MFA,Energy
Ransomware,VPN,Manufacturing
Cross-Site Scripting,IDS,Healthcare
Ransomware,SIEM,Retail
Brute Force,IDS,Government
Brute Force,Endpoint Detection,Education
Zero-Day Exploit,WAF,Retail
Brute Force,SIEM,Manufacturing
Cross-Site Scripting,Endpoint Detection,Retail
Malware,IDS,Manufacturing
Malware,MFA,Manufacturing
Ransomware,WAF,Manufacturing
Ransomware,MFA,Manufacturing
SQL Injection,SIEM,Energy
DDoS,WAF,Energy
SQL Injection,Antivirus,Healthcare
DDoS,SIEM,Education
SQL Injection,SIEM,Healthcare
SQL Injection,MFA,Finance
Cross-Site Scripting,Firewall,Energy
Zero-Day Exploit,MFA,Energy
Brute Force,WAF,Retail
SQL Injection,MFA,Healthcare
Malware,Firewall,Manufacturing
Ransomware,IDS,Finance
Phishing,SIEM,Manufacturing
SQL Injection,MFA,Government
Brute Force,VPN,Technology
Phishing,Firewall,Retail
Brute Force,IDS,Education
Phishing,VPN,Healthcare
Ransomware,VPN,Government
Zero-Day Exploit,Endpoint Detection,Healthcare
Phishing,MFA,Technology
Cross-Site Scripting,WAF,Energy
Zero-Day Exploit,Firewall,Energy
Phishing,IDS,Finance
Zero-Day Exploit,IDS,Government
SQL Injection,Antivirus,Healthcare
SQL Injection,Endpoint Detection,Retail
Ransomware,MFA,Healthcare
Malware,Antivirus,Technology
Phishing,SIEM,Technology
DDoS,Endpoint Detection,Education
DDoS,Firewall,Education
DDoS,MFA,Finance
Ransomware,Antivirus,Energy
Ransomware,SIEM,Government
DDoS,SIEM,Education
Ransomware,Endpoint Detection,Government
Zero-Day Exploit,Antivirus,Manufacturing
Ransomware,Firewall,Healthcare
Cross-Site Scripting,VPN,Government
Ransomware,Antivirus,Manufacturing
Brute Force,VPN,Finance
Ransomware,WAF,Energy
Zero-Day Exploit,Antivirus,Manufacturing
DDoS,Endpoint Detection,Retail
Brute Force,Endpoint Detection,Healthcare
Phishing,Antivirus,Manufacturing
Ransomware,MFA,Healthcare
Ransomware,WAF,Healthcare
Brute Force,Antivirus,Technology
Cross-Site Scripting,MFA,Healthcare
Malware,Endpoint Detection,Energy
Zero-Day Exploit,SIEM,Manufacturing
Phishing,Endpoint Detection,Energy
Brute Force,SIEM,Government
Cross-Site Scripting,WAF,Manufacturing
SQL Injection,VPN,Finance
Brute Force,WAF,Education
Phishing,VPN,Healthcare
Phishing,WAF,Government
Cross-Site Scripting,IDS,Finance
DDoS,VPN,Technology
Ransomware,MFA,Energy
Phishing,Endpoint Detection,Retail
Ransomware,Antivirus,Retail
Cross-Site Scripting,WAF,Technology
Malware,VPN,Technology
Ransomware,IDS,Finance
Phishing,Firewall,Finance
Phishing,Firewall,Technology
Zero-Day Exploit,MFA,Retail
Cross-Site Scripting,IDS,Energy
Brute Force,VPN,Finance
Phishing,Antivirus,Government
DDoS,MFA,Manufacturing
Zero-Day Exploit,IDS,Technology
Zero-Day Exploit,SIEM,Government
DDoS,SIEM,Finance
Brute Force,SIEM,Technology
SQL Injection,VPN,Energy
Malware,WAF,Education
DDoS,VPN,Technology
DDoS,Firewall,Technology
Cross-Site Scripting,Antivirus,Technology
Zero-Day Exploit,Endpoint Detection,Retail
SQL Injection,Endpoint Detection,Education
Ransomware,SIEM,Finance
Malware,Firewall,Healthcare
Brute Force,WAF,Retail
DDoS,Antivirus,Energy
SQL Injection,Antivirus,Education
SQL Injection,Firewall,Government
Ransomware,VPN,Manufacturing
Ransomware,WAF,Energy
SQL Injection,Firewall,Finance
Malware,VPN,Technology
Phishing,Antivirus,Technology
Brute Force,Antivirus,Manufacturing
Zero-Day Exploit,Antivirus,Retail
Phishing,WAF,Healthcare
Zero-Day Exploit,Firewall,Technology
DDoS,MFA,Retail
Malware,Firewall,Energy
Malware,Antivirus,Education
DDoS,MFA,Government
Malware,Antivirus,Energy
Phishing,Firewall,Government
Cross-Site Scripting,Antivirus,Finance
Ransomware,VPN,Healthcare
SQL Injection,IDS,Finance
Brute Force,WAF,Government
Zero-Day Exploit,Firewall,Energy
SQL Injection,SIEM,Education
Phishing,MFA,Manufacturing
Brute Force,Endpoint Detection,Government
Ransomware,MFA,Education
Malware,Antivirus,Government
DDoS,Firewall,Healthcare
DDoS,SIEM,Retail
Ransomware,Antivirus,Government
Phishing,VPN,Finance
Ransomware,Antivirus,Manufacturing
Cross-Site Scripting,WAF,Manufacturing
Zero-Day Exploit,VPN,Government
DDoS,Endpoint Detection,Energy
Ransomware,MFA,Energy
Zero-Day Exploit,MFA,Healthcare
Ransomware,Antivirus,Energy
SQL Injection,IDS,Energy
Cross-Site Scripting,SIEM,Government
DDoS,Endpoint Detection,Education
Phishing,WAF,Government
Phishing,Endpoint Detection,Manufacturing
Malware,SIEM,Manufacturing
Ransomware,Endpoint Detection,Healthcare
DDoS,MFA,Manufacturing
SQL Injection,Antivirus,Technology
Zero-Day Exploit,Antivirus,Government
Cross-Site Scripting,MFA,Government
Brute Force,MFA,Manufacturing
Malware,WAF,Retail
Brute Force,Firewall,Finance
Cross-Site Scripting,Firewall,Retail
Brute Force,Antivirus,Energy
Ransomware,WAF,Government
Brute Force,SIEM,Manufacturing
Zero-Day Exploit,Firewall,Government
Brute Force,Firewall,Technology
Phishing,Antivirus,Manufacturing
Zero-Day Exploit,IDS,Finance
Brute Force,Endpoint Detection,Technology
Brute Force,VPN,Energy
Phishing,VPN,Healthcare
Malware,Firewall,Manufacturing
Zero-Day Exploit,Firewall,Healthcare
SQL Injection,Endpoint Detection,Government
SQL Injection,MFA,Retail
DDoS,IDS,Healthcare
Malware,WAF,Government
Zero-Day Exploit,SIEM,Manufacturing
Zero-Day Exploit,Antivirus,Manufacturing
Phishing,Antivirus,Energy
SQL Injection,WAF,Healthcare
Zero-Day Exploit,VPN,Healthcare
Malware,IDS,Retail
Brute Force,SIEM,Retail
Ransomware,Antivirus,Healthcare
Brute Force,VPN,Education
DDoS,SIEM,Healthcare
Ransomware,VPN,Government
DDoS,WAF,Education
SQL Injection,Antivirus,Retail
Phishing,Endpoint Detection,Education
Cross-Site Scripting,Firewall,Government
Malware,VPN,Finance
Phishing,WAF,Technology
SQL Injection,WAF,Energy
